,name,artist,album,genre,release_date,length,acousticness,danceability,instrumentalness,loudness,liveness,tempo,energy,speechiness,valence,time_signature,popularity,popularity_2
41,Doesn't Mean Anything,Alicia Keys,,hip pop,2010,273,,71,,-7,10,104,41,3,10,,57,
42,Hard,Rihanna,,barbadian pop,2010,251,,31,,-4,65,182,75,11,16,,57,
43,Loca,Shakira,,colombian pop,2010,193,,80,,-4,9,112,87,7,85,,56,
44,You Lost Me,Christina Aguilera,,dance pop,2010,257,,23,,-6,14,43,39,4,7,,56,
45,Not Myself Tonight,Christina Aguilera,,dance pop,2010,186,,76,,-5,56,120,81,4,54,,55,
46,Written in the Stars (feat. Eric Turner),Tinie Tempah,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/46Ii49KGTckWh6cx3wObIo'}, 'href': 'https://api.spotify.com/v1/artists/46Ii49KGTckWh6cx3wObIo', 'id': '46Ii49KGTckWh6cx3wObIo', 'name': 'Karaoke All Hits', 'type': 'artist', 'uri': 'spotify:artist:46Ii49KGTckWh6cx3wObIo'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6DMzMps2aeSXJBybTJce8X'}, 'href': 'https://api.spotify.com/v1/albums/6DMzMps2aeSXJBybTJce8X', 'id': '6DMzMps2aeSXJBybTJce8X', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ebe5cef30b8b8c42a996f20b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ebe5cef30b8b8c42a996f20b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ebe5cef30b8b8c42a996f20b', 'width': 64}], 'name': 'Karaoke Pop Hits 2011 (Originally Performed By Tinie Tempah) {Karaoke Audio Instrumental}', 'release_date': '2011-10-06', 'release_date_precision': 'day', 'total_tracks': 8, 'type': 'album', 'uri': 'spotify:album:6DMzMps2aeSXJBybTJce8X'}",dance pop,2010,220,0.00128,64,0.13,-4,18,91,95,7,57,4,52,26
47,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/0QhwxYDUougJiVDtyN4Lhm'}, 'href': 'https://api.spotify.com/v1/albums/0QhwxYDUougJiVDtyN4Lhm', 'id': '0QhwxYDUougJiVDtyN4Lhm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731c3fd856b637a87c675d2f29', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021c3fd856b637a87c675d2f29', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511c3fd856b637a87c675d2f29', 'width': 64}], 'name': 'R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake', 'release_date': '2013-06-21', 'release_date_precision': 'day', 'total_tracks': 100, 'type': 'album', 'uri': 'spotify:album:0QhwxYDUougJiVDtyN4Lhm'}",atl hip hop,2010,221,0.0444,66,0,-3,8,120,86,11,65,4,52,0
48,Castle Walls (feat. Christina Aguilera),T.I.,,atl hip hop,2010,329,,45,,-5,26,80,86,39,58,,49,
49,Break Your Heart,Taio Cruz,,dance pop,2010,186,,67,,-5,8,122,90,3,63,,33,
50,Hello,Martin Solveig,,big room,2010,191,,67,,-3,10,128,98,3,45,,0,
51,A Thousand Years,Christina Perri,,dance pop,2011,285,,42,,-7,11,139,41,3,16,,81,
52,Someone Like You,Adele,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1U0g6WJ3v4gvpu3Heusiyr'}, 'href': 'https://api.spotify.com/v1/artists/1U0g6WJ3v4gvpu3Heusiyr', 'id': '1U0g6WJ3v4gvpu3Heusiyr', 'name': 'Russian Rap', 'type': 'artist', 'uri': 'spotify:artist:1U0g6WJ3v4gvpu3Heusiyr'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5jEMcD73vdeKz45KbvfOoS'}, 'href': 'https://api.spotify.com/v1/artists/5jEMcD73vdeKz45KbvfOoS', 'id': '5jEMcD73vdeKz45KbvfOoS', 'name': 'Collab Music', 'type': 'artist', 'uri': 'spotify:artist:5jEMcD73vdeKz45KbvfOoS'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6WWrwtB7hzMH3FSbf9NpeN'}, 'href': 'https://api.spotify.com/v1/albums/6WWrwtB7hzMH3FSbf9NpeN', 'id': '6WWrwtB7hzMH3FSbf9NpeN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273502b39f2b7368403621f8e95', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02502b39f2b7368403621f8e95', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851502b39f2b7368403621f8e95', 'width': 64}], 'name': 'Кийосаки', 'release_date': '2020-08-06', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:6WWrwtB7hzMH3FSbf9NpeN'}",british soul,2011,285,0.0144,56,0.843,-8,10,135,33,3,28,4,80,19
53,Give Me Everything,Pitbull,,dance pop,2011,252,,67,,-3,30,129,94,16,53,,79,
54,Just the Way You Are,Bruno Mars,,pop,2011,221,,64,,-5,9,109,84,4,43,,78,
55,Rolling in the Deep,Adele,,british soul,2011,228,,73,,-5,5,105,76,3,52,,76,
56,Run the World (Girls),Beyoncé,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m'}, 'href': 'https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m', 'id': '6vWDO969PvNqNYHIOW5v0m', 'name': 'Beyoncé', 'type': 'artist', 'uri': 'spotify:artist:6vWDO969PvNqNYHIOW5v0m'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1gIC63gC3B7o7FfpPACZQJ'}, 'href': 'https://api.spotify.com/v1/albums/1gIC63gC3B7o7FfpPACZQJ', 'id': '1gIC63gC3B7o7FfpPACZQJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ff5429125128b43572dbdccd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ff5429125128b43572dbdccd', 'width': 64}], 'name': '4', 'release_date': '2011-06-24', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:1gIC63gC3B7o7FfpPACZQJ'}",dance pop,2011,236,0.00496,73,4.72e-05,-4,37,127,90,14,76,4,76,89
57,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,,pop,2011,201,,72,,-4,32,128,76,5,62,,76,
58,Love On Top,Beyoncé,,dance pop,2011,267,,65,,-5,60,94,75,9,65,,76,
59,Grenade,Bruno Mars,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1x1X8zmw0AMLOkkhuja6oI'}, 'href': 'https://api.spotify.com/v1/albums/1x1X8zmw0AMLOkkhuja6oI', 'id': '1x1X8zmw0AMLOkkhuja6oI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cd2a1934f37e43576e7edf25', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cd2a1934f37e43576e7edf25', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cd2a1934f37e43576e7edf25', 'width': 64}], 'name': 'Love Is Hopeless 2013', 'release_date': '2013-02-07', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:1x1X8zmw0AMLOkkhuja6oI'}",pop,2011,223,0.0176,71,0,-7,12,110,56,6,23,4,75,0
60,Tonight Tonight,Hot Chelle Rae,,dance pop,2011,200,,69,,-5,16,100,78,12,81,,75,
61,What the Hell,Avril Lavigne,,canadian pop,2011,221,,58,,-4,14,150,93,5,88,,74,
62,Born This Way,Lady Gaga,,dance pop,2011,260,,59,,-5,33,124,83,16,49,,73,
63,Monster,Kanye West,,chicago rap,2011,379,,63,,-6,67,125,69,20,10,,73,
64,Marry You,Bruno Mars,,pop,2011,230,,62,,-5,10,145,83,4,48,,73,
65,Best Thing I Never Had,Beyoncé,,dance pop,2011,254,,55,,-4,9,99,65,3,30,,73,
66,Party Rock Anthem,LMFAO,,dance pop,2011,262,,75,,-4,27,130,74,16,35,,72,
67,We R Who We R,Kesha,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7AzzsLSrHV9darZnK3RSDN'}, 'href': 'https://api.spotify.com/v1/artists/7AzzsLSrHV9darZnK3RSDN', 'id': '7AzzsLSrHV9darZnK3RSDN', 'name': 'Woe, Is Me', 'type': 'artist', 'uri': 'spotify:artist:7AzzsLSrHV9darZnK3RSDN'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/3F3GEaNHYp1P7IipXbS1QY'}, 'href': 'https://api.spotify.com/v1/albums/3F3GEaNHYp1P7IipXbS1QY', 'id': '3F3GEaNHYp1P7IipXbS1QY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273eb825c88a81f1a38ede20969', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02eb825c88a81f1a38ede20969', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851eb825c88a81f1a38ede20969', 'width': 64}], 'name': 'Number[s] Deluxe Reissue', 'release_date': '2010-08-31', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:3F3GEaNHYp1P7IipXbS1QY'}",dance pop,2011,205,0.00079,74,0,-5,12,120,82,4,65,4,72,47
68,Price Tag,Jessie J,,australian pop,2011,223,,64,,-4,27,175,83,18,68,,72,
69,Good Life,OneRepublic,,dance pop,2011,253,,63,,-8,13,95,69,5,65,,72,
70,Just Cant Get Enough,The Black Eyed Peas,,dance pop,2011,219,,66,,-9,11,94,63,18,26,,71,
71,On The Floor,Jennifer Lopez,,dance pop,2011,285,,73,,-5,7,130,78,5,57,,69,
72,What's My Name?,Rihanna,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H'}, 'href': 'https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H', 'id': '5pKCCKE2ajJHZ9KAiaK11H', 'name': 'Rihanna', 'type': 'artist', 'uri': 'spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5QG3tjE5L9F6O2vCAPph38'}, 'href': 'https://api.spotify.com/v1/albums/5QG3tjE5L9F6O2vCAPph38', 'id': '5QG3tjE5L9F6O2vCAPph38', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0231548865f7c729290b96c794', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485131548865f7c729290b96c794', 'width': 64}], 'name': 'Loud (Japan Version)', 'release_date': '2010-01-01', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:5QG3tjE5L9F6O2vCAPph38'}",barbadian pop,2011,263,0.182,69,0,-3,8,100,79,7,58,4,69,90
73,Yeah 3x,Chris Brown,,dance pop,2011,242,,71,,-3,9,130,88,4,70,,69,
74,Without You (feat. Usher),David Guetta,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}], 'available_markets': ['CA', 'US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/5aprcHwM1KJhaY9Kbxkfkn'}, 'href': 'https://api.spotify.com/v1/albums/5aprcHwM1KJhaY9Kbxkfkn', 'id': '5aprcHwM1KJhaY9Kbxkfkn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a197a2ef3ad6704d1f44aa4e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a197a2ef3ad6704d1f44aa4e', 'width': 64}], 'name': 'Nothing but the Beat 2.0', 'release_date': '2011-08-26', 'release_date_precision': 'day', 'total_tracks': 23, 'type': 'album', 'uri': 'spotify:album:5aprcHwM1KJhaY9Kbxkfkn'}",dance pop,2011,208,0.227,61,3.82e-06,-4,16,128,61,3,40,4,68,87
75,Sexy And I Know It,LMFAO,,dance pop,2011,199,,71,,-4,19,130,86,32,80,,67,
76,The Edge Of Glory,Lady Gaga,,dance pop,2011,321,,58,,-6,11,128,77,4,36,,67,
77,E.T.,Katy Perry,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3anzfxALwcCSbLQ24pZp26'}, 'href': 'https://api.spotify.com/v1/artists/3anzfxALwcCSbLQ24pZp26', 'id': '3anzfxALwcCSbLQ24pZp26', 'name': 'Electronic Inspirations', 'type': 'artist', 'uri': 'spotify:artist:3anzfxALwcCSbLQ24pZp26'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/2kbWRfVkOu20M7OPFQoe2x'}, 'href': 'https://api.spotify.com/v1/albums/2kbWRfVkOu20M7OPFQoe2x', 'id': '2kbWRfVkOu20M7OPFQoe2x', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27365a7930b05db99f2c0eb1664', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0265a7930b05db99f2c0eb1664', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485165a7930b05db99f2c0eb1664', 'width': 64}], 'name': 'The Prodigy Inexperience', 'release_date': '2011-03-14', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:2kbWRfVkOu20M7OPFQoe2x'}",dance pop,2011,230,0.00153,62,0.933,-5,37,152,87,18,76,4,66,7
78,Till the World Ends,Britney Spears,,dance pop,2011,238,,69,,-6,20,132,71,7,45,,65,
79,I Wanna Go,Britney Spears,,dance pop,2011,210,,70,,-7,33,130,55,4,79,,64,
80,Blow,Kesha,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4aXXDj9aZnlshx7mzj3W1N'}, 'href': 'https://api.spotify.com/v1/artists/4aXXDj9aZnlshx7mzj3W1N', 'id': '4aXXDj9aZnlshx7mzj3W1N', 'name': 'Lin-Manuel Miranda', 'type': 'artist', 'uri': 'spotify:artist:4aXXDj9aZnlshx7mzj3W1N'}], 'available_markets': ['AD', 'AE', 'AL', 'AR', 'AT', 'AU', 'BA', 'BE', 'BG', 'BH', 'BO', 'BR', 'BY', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HR', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'KZ', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MK', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'RS', 'RU', 'SA', 'SE', 'SG', 'SI', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'UA', 'US', 'UY', 'VN', 'XK', 'ZA'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1kCHru7uhxBUdzkm4gzRQc'}, 'href': 'https://api.spotify.com/v1/albums/1kCHru7uhxBUdzkm4gzRQc', 'id': '1kCHru7uhxBUdzkm4gzRQc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d72fb5571087bca0a2fed008', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d72fb5571087bca0a2fed008', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d72fb5571087bca0a2fed008', 'width': 64}], 'name': 'Hamilton (Original Broadway Cast Recording)', 'release_date': '2015-09-25', 'release_date_precision': 'day', 'total_tracks': 46, 'type': 'album', 'uri': 'spotify:album:1kCHru7uhxBUdzkm4gzRQc'}",dance pop,2011,220,0.388,75,0,-4,7,120,73,4,81,4,64,85
81,You And I,Lady Gaga,,dance pop,2011,307,,52,,-5,9,127,70,5,52,,64,
82,Judas,Lady Gaga,,dance pop,2011,249,,66,,-4,27,131,93,7,53,,63,
83,Tonight (I'm Fuckin' You),Enrique Iglesias,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw'}, 'href': 'https://api.spotify.com/v1/artists/7qG3b048QCHVRO5Pv1T5lw', 'id': '7qG3b048QCHVRO5Pv1T5lw', 'name': 'Enrique Iglesias', 'type': 'artist', 'uri': 'spotify:artist:7qG3b048QCHVRO5Pv1T5lw'}], 'available_markets': ['US'], 'external_urls': {'spotify': 'https://open.spotify.com/album/24YQLIPPjDkkeNIFimSIGO'}, 'href': 'https://api.spotify.com/v1/albums/24YQLIPPjDkkeNIFimSIGO', 'id': '24YQLIPPjDkkeNIFimSIGO', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731794a1a0393455ad39130f87', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021794a1a0393455ad39130f87', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511794a1a0393455ad39130f87', 'width': 64}], 'name': 'Greatest Hits', 'release_date': '2019-10-04', 'release_date_precision': 'day', 'total_tracks': 16, 'type': 'album', 'uri': 'spotify:album:24YQLIPPjDkkeNIFimSIGO'}",dance pop,2011,232,0.0296,65,9.32e-06,-4,12,126,89,5,32,4,63,81
84,Please Don't Go,Mike Posner,,dance pop,2011,197,,70,,-4,13,120,88,3,66,,63,
